questionId,topic,question,answerCount,answerId,author,answerText
import_q073,Cybersecurity/Privacy,I actually do not care if big companies have my data. I like getting ads for things I want. Is that wrong?,4,import_a0153,ChillUser,I am exactly like you. I would rather see an ad for a cool video game than an ad for adult diapers. I do not mind the tracking.
import_q074,UX/UI Design,Infinite scrolling is the worst thing to happen to the internet. I miss pages with numbers at the bottom.,4,import_a0154,MindfulSurfer,Yes! Infinite scroll is designed to trap you and keep you looking at the screen forever. Pages gave you a natural stopping point.
import_q074,UX/UI Design,Infinite scrolling is the worst thing to happen to the internet. I miss pages with numbers at the bottom.,4,import_a0155,LazyScroller,"I actually love it. Clicking next page is annoying, especially on a phone. Just swiping up is so much easier."
import_q075,Hardware/Gifts,My phone battery dies by two in the afternoon every single day and it is only a year old. Why?,4,import_a0156,BatterySaver,Go to your battery settings and see what app is eating the power. Usually it is a social media app running in the background.
import_q075,Hardware/Gifts,My phone battery dies by two in the afternoon every single day and it is only a year old. Why?,4,import_a0157,ScreenBright,"Check your screen brightness! If you leave it on maximum all day, it drains the battery incredibly fast."
import_q076,AI,My teacher uses an AI checker for homework. I wrote my paper myself but I am scared it will flag me as fake.,4,import_a0158,StudentLife,"I recommend saving your work history. If you type in Google Docs, it saves every edit you make. You can show that to your teacher as proof."
import_q076,AI,My teacher uses an AI checker for homework. I wrote my paper myself but I am scared it will flag me as fake.,4,import_a0159,TechTeacher,"Actually, most of those checking tools are very inaccurate. You can read an article about how they fail often on [The Verge](https://www.theverge.com/). Just be honest and show your rough drafts."
import_q077,Productivity Tools,Do normal people actually use Trello for their personal lives? It looks like it is just for office project managers.,4,import_a0160,OrganizedMess,"I use it for planning vacations! I make a column for places to eat, things to do, and hotels. It is super visual."
import_q077,Productivity Tools,Do normal people actually use Trello for their personal lives? It looks like it is just for office project managers.,4,import_a0161,SimpleLife,"I think it is overkill for daily chores, but it is great if you are moving to a new house and have a hundred things to track."
import_q078,Software/Coding,"What actually happens when a website goes down? Like, where did it go?",4,import_a0162,ServerAdmin,"A website is just a bunch of files sitting on a computer in a big warehouse. If that computer loses power or gets too crowded, it cannot send the files to your phone."
import_q078,Software/Coding,"What actually happens when a website goes down? Like, where did it go?",4,import_a0163,TechieMom,"Think of it like a restaurant. If the kitchen catches on fire, they lock the front doors. The building is still there, but you cannot get any food."
import_q079,Cybersecurity/Privacy,I hate that I have to make an account just to read a single news article online. Why do they do this?,4,import_a0164,NewsJunkie,They want your email address so they can send you newsletters and eventually try to make you pay for a subscription.
import_q079,Cybersecurity/Privacy,I hate that I have to make an account just to read a single news article online. Why do they do this?,4,import_a0165,BypassTrick,"Sometimes if you use reader mode on your web browser, it hides the popup so you can read the text anyway. Give it a try!"
import_q080,Hardware/Gifts,Mechanical keyboards are way too loud and annoying. Why do people pay so much money for them?,4,import_a0166,TypingFan,They feel amazing to type on. It gives you physical feedback so you know you hit the key. You can actually buy quiet switches for them!
import_q080,Hardware/Gifts,Mechanical keyboards are way too loud and annoying. Why do people pay so much money for them?,4,import_a0167,GamerGirl,I totally agree. My roommate has one and it sounds like a machine gun when they play games at night.
import_q081,AI,AI art looks entirely soulless and weird to me. People keep posting it and I can always tell it is fake.,4,import_a0168,ArtLover,The hands are always the giveaway! The fingers always blend together into a creepy mess.
import_q081,AI,AI art looks entirely soulless and weird to me. People keep posting it and I can always tell it is fake.,4,import_a0169,FutureTech,"It is getting better very quickly though. Right now you can tell, but in a year or two, we might not be able to see the difference at all."
import_q082,Productivity Tools,What is the best calendar app that works perfectly on both a Mac and a Windows computer?,4,import_a0170,CalendarKing,"Just use Google Calendar. It runs in your web browser, so it does not matter what kind of computer or phone you are using."
import_q082,Productivity Tools,What is the best calendar app that works perfectly on both a Mac and a Windows computer?,4,import_a0171,AppHunter,Check out [TickTick](https://ticktick.com/). It has great apps for both Windows and Mac and combines your calendar with your daily to-do list.
import_q083,UX/UI Design,Why do pop-ups ask for my email the very second I open a store website? It makes me want to leave immediately.,4,import_a0172,MarketingPro,"They do it because, sadly, it actually works. A lot of people will type their email to get a ten percent discount right away."
import_q083,UX/UI Design,Why do pop-ups ask for my email the very second I open a store website? It makes me want to leave immediately.,4,import_a0173,AngryShopper,"I leave immediately too! If I have not even seen your products yet, why would I give you my personal email?"
import_q084,Software/Coding,I accidentally uploaded a file with my email password to a public site. Am I going to get hacked right now?,4,import_a0174,SecurityExpert,Go change your password this exact second. There are automated bots that scan public files for passwords all day long. Assume they already saw it.
import_q084,Software/Coding,I accidentally uploaded a file with my email password to a public site. Am I going to get hacked right now?,4,import_a0175,PanicHelper,"Change the password immediately, and make sure you turn on two-step verification where they text your phone a code."
import_q085,Hardware/Gifts,"Does anyone actually need 32 gigabytes of memory for a normal computer, or is the store trying to trick me?",4,import_a0176,TechSaver,"Unless you are editing giant 4K videos or playing crazy heavy video games, you absolutely do not need that much. 16 gigabytes is perfect for normal use."
import_q085,Hardware/Gifts,"Does anyone actually need 32 gigabytes of memory for a normal computer, or is the store trying to trick me?",4,import_a0177,SalesHater,They are trying to upsell you so they make more money. Save your cash and buy a bigger hard drive for storing photos instead.
import_q086,Cybersecurity/Privacy,How do I know if an email from my bank is actually real or if it is a scam trying to trick me?,4,import_a0178,SafeBanker,"Never click the link in the email. Just open your web browser, type in your bank website yourself, and log in. If there is a real problem, you will see an alert there."
import_q086,Cybersecurity/Privacy,How do I know if an email from my bank is actually real or if it is a scam trying to trick me?,4,import_a0179,DetailChecker,Look at the email address it came from very closely. Sometimes it will say Chase Bank but the email address is actually random letters from a weird website.
import_q087,Productivity Tools,Too many productivity apps actually make you less productive because you waste time checking them.,4,import_a0180,FocusMaster,"I could not agree more. Every time you switch between apps, you lose your focus. I dropped all apps and just use sticky notes now."
import_q087,Productivity Tools,Too many productivity apps actually make you less productive because you waste time checking them.,4,import_a0181,ToolLover,The trick is to just pick one tool and stick to it. Do not try a new app every week. You can learn more about focusing on [Zen Habits](https://zenhabits.net/).
import_q088,UX/UI Design,I just opened a new design app and there are way too many buttons. Where do I even click first without messing up?,2,import_a0182,DesignTutor,Just look for the big button that says Frame or Artboard. That gives you a blank white box to start putting shapes into. Ignore everything else for now.
import_q089,AI,ChatGPT keeps giving me completely fake links when I ask it to find articles for me. Why is it lying?,4,import_a0183,AI_Expert,"It does not actually search the live internet most of the time. It tries to guess what a link should look like based on words, so it makes them up. This is called a hallucination."
import_q089,AI,ChatGPT keeps giving me completely fake links when I ask it to find articles for me. Why is it lying?,4,import_a0184,ResearchPro,"Never use it for web links! If you need real articles, try using [Google Scholar](https://scholar.google.com/) instead."
import_q090,Software/Coding,Why do programmers care so much about using tabs versus using spaces? It seems so silly to fight over.,4,import_a0185,CodeHistorian,"It is mostly an old joke now, but spaces ensure the code looks exactly the same on every single computer screen. Tabs can look wider or thinner depending on the screen."
import_q090,Software/Coding,Why do programmers care so much about using tabs versus using spaces? It seems so silly to fight over.,4,import_a0186,TabsForLife,"Tabs save file space! One tab is one character, but spaces are four characters. Also, you only have to press the button once."
import_q091,Hardware/Gifts,Why do home printers still suck so much? It always says offline when I just want to print one single page.,4,import_a0187,AngryPrinter,Because they make them as cheap as possible so they can overcharge you for the ink later. The Wi-Fi chips inside them are terrible.
import_q091,Hardware/Gifts,Why do home printers still suck so much? It always says offline when I just want to print one single page.,4,import_a0188,LaserFan,Stop buying cheap ink printers! Get a black and white laser printer from a brand like Brother. They never break and the powder never dries out.
import_q092,Productivity Tools,I lost my phone and my authentication app was on it. Am I locked out of my accounts forever?,4,import_a0189,TechRescue,"When you first set up those apps, they usually give you backup codes to print out or save. If you saved those, you can use them to get back in!"
import_q092,Productivity Tools,I lost my phone and my authentication app was on it. Am I locked out of my accounts forever?,4,import_a0190,SupportCaller,"If you do not have backup codes, you will have to email the support team for each website. It takes a few days, but they can usually verify who you are and let you back in."
import_q093,Cybersecurity/Privacy,Should I put a piece of tape over my laptop camera? I see people do it but it looks so ugly.,4,import_a0191,SafeWeb,"Honestly, yes. If someone hacks your computer, they can turn on the camera without the little green light showing up. Tape is the cheapest security you can buy."
import_q093,Cybersecurity/Privacy,Should I put a piece of tape over my laptop camera? I see people do it but it looks so ugly.,4,import_a0192,TechMinimalist,You can buy little plastic sliding covers on Amazon that look much cleaner than tape. They just slide open when you need a video call.
import_q094,UX/UI Design,What does UX even mean? Isn't it just making things look pretty with nice colors?,2,import_a0193,UX_Designer,"UI is making it look pretty. UX stands for User Experience, which is how easy it feels to use. If a door looks beautiful but you do not know whether to push or pull, it has bad UX."
import_q095,Hardware/Gifts,Curved monitors are a total gimmick and just look weird on a desk. Tell me I am wrong.,4,import_a0194,ScreenJunkie,"They are amazing if you have a massive screen! Because the screen wraps around your head, the edges are closer to your eyes, so you do not have to turn your neck as much."
import_q095,Hardware/Gifts,Curved monitors are a total gimmick and just look weird on a desk. Tell me I am wrong.,4,import_a0195,OfficeGuy,I agree with you for small screens. Anything under 30 inches does not need a curve. It is just silly.
import_q096,Software/Coding,Is math actually important for coding? I am terrible at math but I want to build websites.,4,import_a0196,WebDev,For building normal websites? Absolutely not. You just need to know basic adding and subtracting. It is more about logic and organizing things like a puzzle.
import_q096,Software/Coding,Is math actually important for coding? I am terrible at math but I want to build websites.,4,import_a0197,GameMaker,"It depends on what you build. If you want to make 3D video games or artificial intelligence, you need a lot of math. If you want to make a blog, you need zero math."
import_q097,Productivity Tools,Why is everyone so obsessed with the Pomodoro timer thing? It is just a kitchen clock.,4,import_a0198,FocusFan,"It is because twenty five minutes feels very easy to do. When you feel lazy, telling yourself to just work for twenty minutes tricks your brain into starting."
import_q097,Productivity Tools,Why is everyone so obsessed with the Pomodoro timer thing? It is just a kitchen clock.,4,import_a0199,BurnoutHater,The most important part is the mandatory break. It stops you from staring at a screen for four hours straight so you do not get a headache.
import_q098,Cybersecurity/Privacy,I use the same password for everything but I change the last number. Is that bad?,2,import_a0200,SecAdmin,"Yes, very bad! Hackers know people do this. If they find out your password is Apple1, their automated tools will automatically try Apple2 and Apple3."
import_q099,Hardware/Gifts,I bought a new graphics card for gaming and it literally does not fit inside my computer case. What do I do?,4,import_a0201,PCBuilder,"You only have two options. You can return the card and measure your case to buy a smaller one, or you can buy a completely new computer case and move all your parts over."
import_q099,Hardware/Gifts,I bought a new graphics card for gaming and it literally does not fit inside my computer case. What do I do?,4,import_a0202,MeasureTwice,You can use a site like [PC Part Picker](https://pcpartpicker.com/) next time! It checks the physical sizes of everything and warns you if they will not fit together.
import_q100,AI,Will learning to use AI make me lazy? I feel like I am cheating when I use it to write cover letters.,4,import_a0203,JobSeeker,Think of it like using a calculator. It is a tool to help you skip the boring parts so you can focus on making the letter sound like your actual personality.
import_q100,AI,Will learning to use AI make me lazy? I feel like I am cheating when I use it to write cover letters.,4,import_a0204,OldTimer,"If you copy and paste it without reading it, yes, that is lazy. But if you use it to get past writers block and then rewrite it yourself, it is just smart."
import_q051,UX/UI Design,Why do all websites look exactly the same now? It is just big pictures and large text everywhere.,6,import_a0205,Dave123,I think it is because most people use phones now. Big text and pictures are much easier to tap on a small screen.
import_q051,UX/UI Design,Why do all websites look exactly the same now? It is just big pictures and large text everywhere.,6,import_a0206,WebFan,A lot of people just use website builders like [Squarespace](https://www.squarespace.com/) which give everyone the exact same basic templates.
import_q051,UX/UI Design,Why do all websites look exactly the same now? It is just big pictures and large text everywhere.,6,import_a0207,DesignNerd,"It is actually about making things easy to read quickly. When websites look similar, people do not have to learn how to use them every single time."
import_q052,Software/Coding,I am trying to learn Python but I am so lost. Where do I actually start without getting confused?,6,import_a0208,CodeNewbie,I was stuck too! I highly recommend [Codecademy](https://www.codecademy.com/). It lets you type code right in your web browser so you do not have to install anything complicated.
import_q052,Software/Coding,I am trying to learn Python but I am so lost. Where do I actually start without getting confused?,6,import_a0209,PythonPro,Start by trying to fix one small problem in your daily life. Do not try to build a huge video game on day one.
import_q052,Software/Coding,I am trying to learn Python but I am so lost. Where do I actually start without getting confused?,6,import_a0210,SarahJ,Check this out: YouTube has amazing free videos. Just search for Python for absolute beginners. Watching someone else do it really helps.
import_q053,Productivity Tools,Is Notion actually better than just using a simple paper notebook? It looks like too much work.,8,import_a0211,PaperLover,"Honestly, no. A plain paper notebook never runs out of battery and it does not distract you with internet notifications."
import_q053,Productivity Tools,Is Notion actually better than just using a simple paper notebook? It looks like too much work.,8,import_a0212,NotionFan,It depends on what you need! I use [Notion](https://www.notion.so/) because I can search for words easily. You cannot use a search bar on a piece of paper.
import_q053,Productivity Tools,Is Notion actually better than just using a simple paper notebook? It looks like too much work.,8,import_a0213,BusyMom,I tried it and gave up. It felt like I was spending more time organizing my tasks than actually doing them.
import_q053,Productivity Tools,Is Notion actually better than just using a simple paper notebook? It looks like too much work.,8,import_a0214,TechStudent,"In my experience, it is great if you use a free template someone else already made. Do not build it from scratch."
import_q054,Hardware/Gifts,My budget is 50 dollars. What is the absolute best computer mouse I can get for my office job?,4,import_a0215,MouseGuy,I recommend the Logitech M720. It is usually under 50 dollars and you can connect it to different computers with one button.
import_q054,Hardware/Gifts,My budget is 50 dollars. What is the absolute best computer mouse I can get for my office job?,4,import_a0216,OfficeWorker,"Actually, just get a basic wired mouse. They never die, never need batteries, and cost like 10 bucks on [Amazon](https://www.amazon.com/)."
import_q055,Cybersecurity/Privacy,Should I really be worried about my phone listening to me? I talked about shoes and now I see shoe ads everywhere.,8,import_a0217,TechTruth,"In my experience, they are not actually recording your voice. They just track what you search for and where you travel. It is creepy but they are not listening to your actual words."
import_q055,Cybersecurity/Privacy,Should I really be worried about my phone listening to me? I talked about shoes and now I see shoe ads everywhere.,8,import_a0218,PrivacyFirst,You can turn off microphone access for apps in your phone settings if you are worried! It helps give you some peace of mind.
import_q055,Cybersecurity/Privacy,Should I really be worried about my phone listening to me? I talked about shoes and now I see shoe ads everywhere.,8,import_a0219,AdGuy,It is usually just a coincidence. You probably searched for something similar recently or your friend searched for it while you were on the same Wi-Fi.
import_q055,Cybersecurity/Privacy,Should I really be worried about my phone listening to me? I talked about shoes and now I see shoe ads everywhere.,8,import_a0220,SafeWeb,"If you want to stop the ads, check out the [Brave Browser](https://brave.com/). It blocks a lot of those creepy trackers automatically."
import_q057,UX/UI Design,Why do websites hide the menu behind those three little horizontal lines? I can never find anything.,4,import_a0221,PhoneUser,That is called a hamburger menu! Designers use it to save space on small screens so the page does not look messy.
import_q057,UX/UI Design,Why do websites hide the menu behind those three little horizontal lines? I can never find anything.,4,import_a0222,OldSchool,I hate it too. I prefer when all the buttons are just at the top of the page so I know exactly where to click.
import_q058,Hardware/Gifts,I spilled a whole glass of water on my laptop keyboard. I turned it off. What do I do right now?!,6,import_a0223,FixItFelix,Keep it turned off! Do not turn it on to check if it works. Unplug it and lay it open face down on a towel for at least two days.
import_q058,Hardware/Gifts,I spilled a whole glass of water on my laptop keyboard. I turned it off. What do I do right now?!,6,import_a0224,TechSupport,"If you can easily take the battery out, do that immediately. But most new laptops do not let you do that, so just let it dry completely."
import_q058,Hardware/Gifts,I spilled a whole glass of water on my laptop keyboard. I turned it off. What do I do right now?!,6,import_a0225,RiceMyth,"Whatever you do, do not put it in rice! Rice dust can get inside and ruin the fans. You can read why on [iFixit](https://www.ifixit.com/)."
import_q059,Productivity Tools,I have 500 unread emails and the number keeps growing. How do I fix this without deleting everything?,6,import_a0226,InboxZero,Search for the word unsubscribe and delete all those automatic emails first. That will clear out half of your inbox right away.
import_q059,Productivity Tools,I have 500 unread emails and the number keeps growing. How do I fix this without deleting everything?,6,import_a0227,BusyWorker,"I recommend putting all of your older emails into a folder called Archive. They are not deleted, so you can still search for them later, but your main screen will be clean."
import_q059,Productivity Tools,I have 500 unread emails and the number keeps growing. How do I fix this without deleting everything?,6,import_a0228,LazyGenius,"Honestly, just ignore the number. If it is really important, the person will email you again."
import_q060,Software/Coding,What is the best programming language to learn if I want to make a simple iPhone game?,4,import_a0229,GameDev,"If you only want it on iPhone, look into Swift. It is made by Apple specifically for their phones."
import_q060,Software/Coding,What is the best programming language to learn if I want to make a simple iPhone game?,4,import_a0230,UnityFan,"I highly recommend using [Unity](https://unity.com/). You learn C# with it, and it lets you put your game on iPhone and Android at the same time."
import_q061,Cybersecurity/Privacy,I clicked a link in a random text message about a package delivery. Did I just ruin my phone?,4,import_a0231,SecurityPro,"If you just clicked the link but did not type in any passwords or download anything, you are probably fine. Just close the page."
import_q061,Cybersecurity/Privacy,I clicked a link in a random text message about a package delivery. Did I just ruin my phone?,4,import_a0232,ScamHater,Never put your credit card info into those sites! That is how they steal your money. They trick you into paying a tiny delivery fee.
import_q062,AI,How does an AI actually generate a picture from just a few words? It feels like magic.,4,import_a0233,AI_Nerd,"It looked at millions of pictures on the internet and learned what things look like. When you say cat, it remembers the pattern of a cat from all those photos."
import_q062,AI,How does an AI actually generate a picture from just a few words? It feels like magic.,4,import_a0234,SimpleScience,Think of it like a very fast artist who has memorized every drawing in the world and tries to blend them together based on your instructions.
import_q063,UX/UI Design,Dark mode is actually terrible for reading long articles. Am I the only one who thinks this?,6,import_a0235,SammyG,I completely agree! My eyes hurt so much when reading bright white text on a super black background.
import_q063,UX/UI Design,Dark mode is actually terrible for reading long articles. Am I the only one who thinks this?,6,import_a0236,TechFan,"Actually, dark mode saves battery on newer phone screens. But yes, it can make you squint if you read for too long."
import_q063,UX/UI Design,Dark mode is actually terrible for reading long articles. Am I the only one who thinks this?,6,import_a0237,DesignPro,"It is all about the gray tones. Good dark mode uses dark gray, not pure black. Check out the [Material Design Guide](https://m3.material.io/) to see how they fix this."
import_q064,Hardware/Gifts,What is the difference between a cheap 5 dollar TV cable and an expensive 50 dollar one?,4,import_a0238,TVGuy,"For regular digital cables like HDMI, there is absolutely no difference in picture quality. It either works or it does not. Save your money."
import_q064,Hardware/Gifts,What is the difference between a cheap 5 dollar TV cable and an expensive 50 dollar one?,4,import_a0239,GamerDude,"In my experience, the only difference is how strong the cord is. Cheap ones might break if you bend them too much, but the picture is the exact same."
import_q065,Productivity Tools,I need a simple app to share a grocery list with my wife. What do you all use?,6,import_a0240,FamilyMan,We just use the Notes app that comes on the iPhone. You can share it and both people can check things off.
import_q065,Productivity Tools,I need a simple app to share a grocery list with my wife. What do you all use?,6,import_a0241,ListLover,I recommend [AnyList](https://www.anylist.com/). It automatically sorts your food into categories like dairy and produce so you walk through the store faster.
import_q065,Productivity Tools,I need a simple app to share a grocery list with my wife. What do you all use?,6,import_a0242,GoogleFan,Google Keep is amazing for this. It is totally free and works even if one of you has an Android and the other has an iPhone.
import_q066,Software/Coding,Learning to code is a total waste of time now that AI can write it for you. Right?,4,import_a0243,CodeVeteran,"Not at all. AI is like a fancy calculator. It can do the math, but you still need to know what numbers to type in to get the right answer."
import_q066,Software/Coding,Learning to code is a total waste of time now that AI can write it for you. Right?,4,import_a0244,TechRealist,"AI makes a lot of mistakes. If you do not know how to code, you will not know how to fix the broken code it gives you."
import_q067,Cybersecurity/Privacy,What is the easiest password manager for someone who is terrible with computers?,4,import_a0245,SafeTech,"I recommend [Bitwarden](https://bitwarden.com/). It is free, very secure, and works on your phone and computer without being confusing."
import_q067,Cybersecurity/Privacy,What is the easiest password manager for someone who is terrible with computers?,4,import_a0246,AppleUser,"If you only use Apple devices, just use the built-in iCloud Keychain. It saves everything automatically and you just use your fingerprint or face to log in."
import_q068,UX/UI Design,I have to build a website for my mom's bakery by Friday and I have no clue where to start. Help!,4,import_a0247,HelpfulDesigner,"Do not panic! Use a template. Just get [Wix](https://www.wix.com/), pick a food template, change the words, and add some nice photos of her bread."
import_q068,UX/UI Design,I have to build a website for my mom's bakery by Friday and I have no clue where to start. Help!,4,import_a0248,BizOwner,"Honestly, a lot of small shops just use a Facebook page or Instagram now instead of a full website. It is much faster to set up."
import_q069,AI,I want to use AI to help me write better business emails. Is there a free tool that is good?,4,import_a0249,EmailPro,Just use the free version of ChatGPT! You can paste your messy thoughts and ask it to make it sound professional.
import_q069,AI,I want to use AI to help me write better business emails. Is there a free tool that is good?,4,import_a0250,GrammarFan,I highly recommend [Grammarly](https://www.grammarly.com/). It fixes your spelling and tone right inside your email window without you having to open a new tab.
import_q070,Hardware/Gifts,I want to buy my dad a tablet just for reading the morning news. iPad or a cheap Amazon tablet?,6,import_a0251,Daughter22,"Get an iPad if you can afford it. It will last five times longer without getting slow, and it is much easier for older folks to use."
import_q070,Hardware/Gifts,I want to buy my dad a tablet just for reading the morning news. iPad or a cheap Amazon tablet?,6,import_a0252,BudgetShopper,"If it is literally just for reading text, an Amazon Fire tablet is totally fine and saves you hundreds of dollars."
import_q070,Hardware/Gifts,I want to buy my dad a tablet just for reading the morning news. iPad or a cheap Amazon tablet?,6,import_a0253,TechDad,"In my experience, cheap tablets have awful screens. Reading on them hurts your eyes. Check out refurbished iPads on [Apple](https://www.apple.com/)."
import_q071,Productivity Tools,Why does my work chat always send me notifications even when I set my status to away?,2,import_a0254,TiredWorker,You probably have your settings on mobile pushing notifications anyway. You have to tell the app on your phone to pause notifications too.
import_q072,Software/Coding,I have been staring at this error message for two hours. It says syntax error but everything looks right!,4,import_a0255,EagleEye,"A syntax error usually means you forgot a tiny symbol, like a comma, a bracket, or a colon at the end of a line. Check the line directly above where the error is pointing!"
import_q072,Software/Coding,I have been staring at this error message for two hours. It says syntax error but everything looks right!,4,import_a0256,CodeHelper,Try copying the exact error message and pasting it into Google. I guarantee someone else had the exact same problem.
import_q073,Cybersecurity/Privacy,I actually do not care if big companies have my data. I like getting ads for things I want. Is that wrong?,4,import_a0257,PrivacyNerd,"It is your choice! The problem is not just ads, it is that if they get hacked, your personal information like your home address could be stolen by criminals."
import_q073,Cybersecurity/Privacy,I actually do not care if big companies have my data. I like getting ads for things I want. Is that wrong?,4,import_a0258,ChillUser,I am exactly like you. I would rather see an ad for a cool video game than an ad for adult diapers. I do not mind the tracking.
import_q074,UX/UI Design,Infinite scrolling is the worst thing to happen to the internet. I miss pages with numbers at the bottom.,4,import_a0259,MindfulSurfer,Yes! Infinite scroll is designed to trap you and keep you looking at the screen forever. Pages gave you a natural stopping point.
import_q074,UX/UI Design,Infinite scrolling is the worst thing to happen to the internet. I miss pages with numbers at the bottom.,4,import_a0260,LazyScroller,"I actually love it. Clicking next page is annoying, especially on a phone. Just swiping up is so much easier."
import_q075,Hardware/Gifts,My phone battery dies by two in the afternoon every single day and it is only a year old. Why?,4,import_a0261,BatterySaver,Go to your battery settings and see what app is eating the power. Usually it is a social media app running in the background.
import_q075,Hardware/Gifts,My phone battery dies by two in the afternoon every single day and it is only a year old. Why?,4,import_a0262,ScreenBright,"Check your screen brightness! If you leave it on maximum all day, it drains the battery incredibly fast."
import_q076,AI,My teacher uses an AI checker for homework. I wrote my paper myself but I am scared it will flag me as fake.,4,import_a0263,StudentLife,"I recommend saving your work history. If you type in Google Docs, it saves every edit you make. You can show that to your teacher as proof."
import_q076,AI,My teacher uses an AI checker for homework. I wrote my paper myself but I am scared it will flag me as fake.,4,import_a0264,TechTeacher,"Actually, most of those checking tools are very inaccurate. You can read an article about how they fail often on [The Verge](https://www.theverge.com/). Just be honest and show your rough drafts."
import_q077,Productivity Tools,Do normal people actually use Trello for their personal lives? It looks like it is just for office project managers.,4,import_a0265,OrganizedMess,"I use it for planning vacations! I make a column for places to eat, things to do, and hotels. It is super visual."
import_q077,Productivity Tools,Do normal people actually use Trello for their personal lives? It looks like it is just for office project managers.,4,import_a0266,SimpleLife,"I think it is overkill for daily chores, but it is great if you are moving to a new house and have a hundred things to track."
import_q078,Software/Coding,"What actually happens when a website goes down? Like, where did it go?",4,import_a0267,ServerAdmin,"A website is just a bunch of files sitting on a computer in a big warehouse. If that computer loses power or gets too crowded, it cannot send the files to your phone."
import_q078,Software/Coding,"What actually happens when a website goes down? Like, where did it go?",4,import_a0268,TechieMom,"Think of it like a restaurant. If the kitchen catches on fire, they lock the front doors. The building is still there, but you cannot get any food."
import_q079,Cybersecurity/Privacy,I hate that I have to make an account just to read a single news article online. Why do they do this?,4,import_a0269,NewsJunkie,They want your email address so they can send you newsletters and eventually try to make you pay for a subscription.
import_q079,Cybersecurity/Privacy,I hate that I have to make an account just to read a single news article online. Why do they do this?,4,import_a0270,BypassTrick,"Sometimes if you use reader mode on your web browser, it hides the popup so you can read the text anyway. Give it a try!"
import_q080,Hardware/Gifts,Mechanical keyboards are way too loud and annoying. Why do people pay so much money for them?,4,import_a0271,TypingFan,They feel amazing to type on. It gives you physical feedback so you know you hit the key. You can actually buy quiet switches for them!
import_q080,Hardware/Gifts,Mechanical keyboards are way too loud and annoying. Why do people pay so much money for them?,4,import_a0272,GamerGirl,I totally agree. My roommate has one and it sounds like a machine gun when they play games at night.
import_q081,AI,AI art looks entirely soulless and weird to me. People keep posting it and I can always tell it is fake.,4,import_a0273,ArtLover,The hands are always the giveaway! The fingers always blend together into a creepy mess.
import_q081,AI,AI art looks entirely soulless and weird to me. People keep posting it and I can always tell it is fake.,4,import_a0274,FutureTech,"It is getting better very quickly though. Right now you can tell, but in a year or two, we might not be able to see the difference at all."
import_q082,Productivity Tools,What is the best calendar app that works perfectly on both a Mac and a Windows computer?,4,import_a0275,CalendarKing,"Just use Google Calendar. It runs in your web browser, so it does not matter what kind of computer or phone you are using."
import_q082,Productivity Tools,What is the best calendar app that works perfectly on both a Mac and a Windows computer?,4,import_a0276,AppHunter,Check out [TickTick](https://ticktick.com/). It has great apps for both Windows and Mac and combines your calendar with your daily to-do list.
import_q083,UX/UI Design,Why do pop-ups ask for my email the very second I open a store website? It makes me want to leave immediately.,4,import_a0277,MarketingPro,"They do it because, sadly, it actually works. A lot of people will type their email to get a ten percent discount right away."
import_q083,UX/UI Design,Why do pop-ups ask for my email the very second I open a store website? It makes me want to leave immediately.,4,import_a0278,AngryShopper,"I leave immediately too! If I have not even seen your products yet, why would I give you my personal email?"
import_q084,Software/Coding,I accidentally uploaded a file with my email password to a public site. Am I going to get hacked right now?,4,import_a0279,SecurityExpert,Go change your password this exact second. There are automated bots that scan public files for passwords all day long. Assume they already saw it.
import_q084,Software/Coding,I accidentally uploaded a file with my email password to a public site. Am I going to get hacked right now?,4,import_a0280,PanicHelper,"Change the password immediately, and make sure you turn on two-step verification where they text your phone a code."
import_q085,Hardware/Gifts,"Does anyone actually need 32 gigabytes of memory for a normal computer, or is the store trying to trick me?",4,import_a0281,TechSaver,"Unless you are editing giant 4K videos or playing crazy heavy video games, you absolutely do not need that much. 16 gigabytes is perfect for normal use."
import_q085,Hardware/Gifts,"Does anyone actually need 32 gigabytes of memory for a normal computer, or is the store trying to trick me?",4,import_a0282,SalesHater,They are trying to upsell you so they make more money. Save your cash and buy a bigger hard drive for storing photos instead.
import_q086,Cybersecurity/Privacy,How do I know if an email from my bank is actually real or if it is a scam trying to trick me?,4,import_a0283,SafeBanker,"Never click the link in the email. Just open your web browser, type in your bank website yourself, and log in. If there is a real problem, you will see an alert there."
import_q086,Cybersecurity/Privacy,How do I know if an email from my bank is actually real or if it is a scam trying to trick me?,4,import_a0284,DetailChecker,Look at the email address it came from very closely. Sometimes it will say Chase Bank but the email address is actually random letters from a weird website.
import_q087,Productivity Tools,Too many productivity apps actually make you less productive because you waste time checking them.,4,import_a0285,FocusMaster,"I could not agree more. Every time you switch between apps, you lose your focus. I dropped all apps and just use sticky notes now."
import_q087,Productivity Tools,Too many productivity apps actually make you less productive because you waste time checking them.,4,import_a0286,ToolLover,The trick is to just pick one tool and stick to it. Do not try a new app every week. You can learn more about focusing on [Zen Habits](https://zenhabits.net/).
import_q088,UX/UI Design,I just opened a new design app and there are way too many buttons. Where do I even click first without messing up?,2,import_a0287,DesignTutor,Just look for the big button that says Frame or Artboard. That gives you a blank white box to start putting shapes into. Ignore everything else for now.
